specie_name,specie_url,generation,specie_id
gumshoos,https://pokeapi.co/api/v2/pokemon-species/735/,generation-vii,735
charjabug,https://pokeapi.co/api/v2/pokemon-species/737/,generation-vii,737
vikavolt,https://pokeapi.co/api/v2/pokemon-species/738/,generation-vii,738
crabominable,https://pokeapi.co/api/v2/pokemon-species/740/,generation-vii,740
ribombee,https://pokeapi.co/api/v2/pokemon-species/743/,generation-vii,743
lycanroc,https://pokeapi.co/api/v2/pokemon-species/745/,generation-vii,745
toxapex,https://pokeapi.co/api/v2/pokemon-species/748/,generation-vii,748
mudsdale,https://pokeapi.co/api/v2/pokemon-species/750/,generation-vii,750
araquanid,https://pokeapi.co/api/v2/pokemon-species/752/,generation-vii,752
lurantis,https://pokeapi.co/api/v2/pokemon-species/754/,generation-vii,754
shiinotic,https://pokeapi.co/api/v2/pokemon-species/756/,generation-vii,756
salazzle,https://pokeapi.co/api/v2/pokemon-species/758/,generation-vii,758
bewear,https://pokeapi.co/api/v2/pokemon-species/760/,generation-vii,760
steenee,https://pokeapi.co/api/v2/pokemon-species/762/,generation-vii,762
oranguru,https://pokeapi.co/api/v2/pokemon-species/765/,generation-vii,765
passimian,https://pokeapi.co/api/v2/pokemon-species/766/,generation-vii,766
wimpod,https://pokeapi.co/api/v2/pokemon-species/767/,generation-vii,767
sandygast,https://pokeapi.co/api/v2/pokemon-species/769/,generation-vii,769
pyukumuku,https://pokeapi.co/api/v2/pokemon-species/771/,generation-vii,771
type-null,https://pokeapi.co/api/v2/pokemon-species/772/,generation-vii,772
minior,https://pokeapi.co/api/v2/pokemon-species/774/,generation-vii,774
komala,https://pokeapi.co/api/v2/pokemon-species/775/,generation-vii,775
turtonator,https://pokeapi.co/api/v2/pokemon-species/776/,generation-vii,776
togedemaru,https://pokeapi.co/api/v2/pokemon-species/777/,generation-vii,777
mimikyu,https://pokeapi.co/api/v2/pokemon-species/778/,generation-vii,778
bruxish,https://pokeapi.co/api/v2/pokemon-species/779/,generation-vii,779
drampa,https://pokeapi.co/api/v2/pokemon-species/780/,generation-vii,780
dhelmise,https://pokeapi.co/api/v2/pokemon-species/781/,generation-vii,781
jangmo-o,https://pokeapi.co/api/v2/pokemon-species/782/,generation-vii,782
tapu-koko,https://pokeapi.co/api/v2/pokemon-species/785/,generation-vii,785
tapu-lele,https://pokeapi.co/api/v2/pokemon-species/786/,generation-vii,786
tapu-bulu,https://pokeapi.co/api/v2/pokemon-species/787/,generation-vii,787
tapu-fini,https://pokeapi.co/api/v2/pokemon-species/788/,generation-vii,788
cosmog,https://pokeapi.co/api/v2/pokemon-species/789/,generation-vii,789
nihilego,https://pokeapi.co/api/v2/pokemon-species/793/,generation-vii,793
buzzwole,https://pokeapi.co/api/v2/pokemon-species/794/,generation-vii,794
pheromosa,https://pokeapi.co/api/v2/pokemon-species/795/,generation-vii,795
xurkitree,https://pokeapi.co/api/v2/pokemon-species/796/,generation-vii,796
celesteela,https://pokeapi.co/api/v2/pokemon-species/797/,generation-vii,797
kartana,https://pokeapi.co/api/v2/pokemon-species/798/,generation-vii,798
guzzlord,https://pokeapi.co/api/v2/pokemon-species/799/,generation-vii,799
necrozma,https://pokeapi.co/api/v2/pokemon-species/800/,generation-vii,800
magearna,https://pokeapi.co/api/v2/pokemon-species/801/,generation-vii,801
marshadow,https://pokeapi.co/api/v2/pokemon-species/802/,generation-vii,802
poipole,https://pokeapi.co/api/v2/pokemon-species/803/,generation-vii,803
stakataka,https://pokeapi.co/api/v2/pokemon-species/805/,generation-vii,805
blacephalon,https://pokeapi.co/api/v2/pokemon-species/806/,generation-vii,806
zeraora,https://pokeapi.co/api/v2/pokemon-species/807/,generation-vii,807
meltan,https://pokeapi.co/api/v2/pokemon-species/808/,generation-vii,808
silvally,https://pokeapi.co/api/v2/pokemon-species/773/,generation-vii,773
hakamo-o,https://pokeapi.co/api/v2/pokemon-species/783/,generation-vii,783
kommo-o,https://pokeapi.co/api/v2/pokemon-species/784/,generation-vii,784
cosmoem,https://pokeapi.co/api/v2/pokemon-species/790/,generation-vii,790
solgaleo,https://pokeapi.co/api/v2/pokemon-species/791/,generation-vii,791
lunala,https://pokeapi.co/api/v2/pokemon-species/792/,generation-vii,792
naganadel,https://pokeapi.co/api/v2/pokemon-species/804/,generation-vii,804
melmetal,https://pokeapi.co/api/v2/pokemon-species/809/,generation-vii,809
brionne,https://pokeapi.co/api/v2/pokemon-species/729/,generation-vii,729
tsareena,https://pokeapi.co/api/v2/pokemon-species/763/,generation-vii,763
golisopod,https://pokeapi.co/api/v2/pokemon-species/768/,generation-vii,768
palossand,https://pokeapi.co/api/v2/pokemon-species/770/,generation-vii,770
grookey,https://pokeapi.co/api/v2/pokemon-species/810/,generation-viii,810
scorbunny,https://pokeapi.co/api/v2/pokemon-species/813/,generation-viii,813
sobble,https://pokeapi.co/api/v2/pokemon-species/816/,generation-viii,816
skwovet,https://pokeapi.co/api/v2/pokemon-species/819/,generation-viii,819
rookidee,https://pokeapi.co/api/v2/pokemon-species/821/,generation-viii,821
blipbug,https://pokeapi.co/api/v2/pokemon-species/824/,generation-viii,824
nickit,https://pokeapi.co/api/v2/pokemon-species/827/,generation-viii,827
gossifleur,https://pokeapi.co/api/v2/pokemon-species/829/,generation-viii,829
wooloo,https://pokeapi.co/api/v2/pokemon-species/831/,generation-viii,831
chewtle,https://pokeapi.co/api/v2/pokemon-species/833/,generation-viii,833
yamper,https://pokeapi.co/api/v2/pokemon-species/835/,generation-viii,835
rolycoly,https://pokeapi.co/api/v2/pokemon-species/837/,generation-viii,837
applin,https://pokeapi.co/api/v2/pokemon-species/840/,generation-viii,840
thwackey,https://pokeapi.co/api/v2/pokemon-species/811/,generation-viii,811
rillaboom,https://pokeapi.co/api/v2/pokemon-species/812/,generation-viii,812
raboot,https://pokeapi.co/api/v2/pokemon-species/814/,generation-viii,814
cinderace,https://pokeapi.co/api/v2/pokemon-species/815/,generation-viii,815
drizzile,https://pokeapi.co/api/v2/pokemon-species/817/,generation-viii,817
inteleon,https://pokeapi.co/api/v2/pokemon-species/818/,generation-viii,818
greedent,https://pokeapi.co/api/v2/pokemon-species/820/,generation-viii,820
corvisquire,https://pokeapi.co/api/v2/pokemon-species/822/,generation-viii,822
corviknight,https://pokeapi.co/api/v2/pokemon-species/823/,generation-viii,823
dottler,https://pokeapi.co/api/v2/pokemon-species/825/,generation-viii,825
thievul,https://pokeapi.co/api/v2/pokemon-species/828/,generation-viii,828
eldegoss,https://pokeapi.co/api/v2/pokemon-species/830/,generation-viii,830
dubwool,https://pokeapi.co/api/v2/pokemon-species/832/,generation-viii,832
drednaw,https://pokeapi.co/api/v2/pokemon-species/834/,generation-viii,834
boltund,https://pokeapi.co/api/v2/pokemon-species/836/,generation-viii,836
carkol,https://pokeapi.co/api/v2/pokemon-species/838/,generation-viii,838
coalossal,https://pokeapi.co/api/v2/pokemon-species/839/,generation-viii,839
flapple,https://pokeapi.co/api/v2/pokemon-species/841/,generation-viii,841
silicobra,https://pokeapi.co/api/v2/pokemon-species/843/,generation-viii,843
cramorant,https://pokeapi.co/api/v2/pokemon-species/845/,generation-viii,845
arrokuda,https://pokeapi.co/api/v2/pokemon-species/846/,generation-viii,846
toxel,https://pokeapi.co/api/v2/pokemon-species/848/,generation-viii,848
sizzlipede,https://pokeapi.co/api/v2/pokemon-species/850/,generation-viii,850
clobbopus,https://pokeapi.co/api/v2/pokemon-species/852/,generation-viii,852
sinistea,https://pokeapi.co/api/v2/pokemon-species/854/,generation-viii,854
hatenna,https://pokeapi.co/api/v2/pokemon-species/856/,generation-viii,856
impidimp,https://pokeapi.co/api/v2/pokemon-species/859/,generation-viii,859
milcery,https://pokeapi.co/api/v2/pokemon-species/868/,generation-viii,868
falinks,https://pokeapi.co/api/v2/pokemon-species/870/,generation-viii,870
pincurchin,https://pokeapi.co/api/v2/pokemon-species/871/,generation-viii,871
snom,https://pokeapi.co/api/v2/pokemon-species/872/,generation-viii,872
stonjourner,https://pokeapi.co/api/v2/pokemon-species/874/,generation-viii,874
eiscue,https://pokeapi.co/api/v2/pokemon-species/875/,generation-viii,875
indeedee,https://pokeapi.co/api/v2/pokemon-species/876/,generation-viii,876
morpeko,https://pokeapi.co/api/v2/pokemon-species/877/,generation-viii,877
cufant,https://pokeapi.co/api/v2/pokemon-species/878/,generation-viii,878
dracozolt,https://pokeapi.co/api/v2/pokemon-species/880/,generation-viii,880
arctozolt,https://pokeapi.co/api/v2/pokemon-species/881/,generation-viii,881
dracovish,https://pokeapi.co/api/v2/pokemon-species/882/,generation-viii,882
arctovish,https://pokeapi.co/api/v2/pokemon-species/883/,generation-viii,883
duraludon,https://pokeapi.co/api/v2/pokemon-species/884/,generation-viii,884
dreepy,https://pokeapi.co/api/v2/pokemon-species/885/,generation-viii,885
zacian,https://pokeapi.co/api/v2/pokemon-species/888/,generation-viii,888
zamazenta,https://pokeapi.co/api/v2/pokemon-species/889/,generation-viii,889
eternatus,https://pokeapi.co/api/v2/pokemon-species/890/,generation-viii,890
kubfu,https://pokeapi.co/api/v2/pokemon-species/891/,generation-viii,891
zarude,https://pokeapi.co/api/v2/pokemon-species/893/,generation-viii,893
regieleki,https://pokeapi.co/api/v2/pokemon-species/894/,generation-viii,894
regidrago,https://pokeapi.co/api/v2/pokemon-species/895/,generation-viii,895
glastrier,https://pokeapi.co/api/v2/pokemon-species/896/,generation-viii,896
spectrier,https://pokeapi.co/api/v2/pokemon-species/897/,generation-viii,897
calyrex,https://pokeapi.co/api/v2/pokemon-species/898/,generation-viii,898
enamorus,https://pokeapi.co/api/v2/pokemon-species/905/,generation-viii,905
sandaconda,https://pokeapi.co/api/v2/pokemon-species/844/,generation-viii,844
barraskewda,https://pokeapi.co/api/v2/pokemon-species/847/,generation-viii,847
toxtricity,https://pokeapi.co/api/v2/pokemon-species/849/,generation-viii,849
centiskorch,https://pokeapi.co/api/v2/pokemon-species/851/,generation-viii,851
grapploct,https://pokeapi.co/api/v2/pokemon-species/853/,generation-viii,853
polteageist,https://pokeapi.co/api/v2/pokemon-species/855/,generation-viii,855
hattrem,https://pokeapi.co/api/v2/pokemon-species/857/,generation-viii,857
hatterene,https://pokeapi.co/api/v2/pokemon-species/858/,generation-viii,858
grimmsnarl,https://pokeapi.co/api/v2/pokemon-species/861/,generation-viii,861
obstagoon,https://pokeapi.co/api/v2/pokemon-species/862/,generation-viii,862
perrserker,https://pokeapi.co/api/v2/pokemon-species/863/,generation-viii,863
cursola,https://pokeapi.co/api/v2/pokemon-species/864/,generation-viii,864
sirfetchd,https://pokeapi.co/api/v2/pokemon-species/865/,generation-viii,865
mr-rime,https://pokeapi.co/api/v2/pokemon-species/866/,generation-viii,866
runerigus,https://pokeapi.co/api/v2/pokemon-species/867/,generation-viii,867
alcremie,https://pokeapi.co/api/v2/pokemon-species/869/,generation-viii,869
frosmoth,https://pokeapi.co/api/v2/pokemon-species/873/,generation-viii,873
copperajah,https://pokeapi.co/api/v2/pokemon-species/879/,generation-viii,879
drakloak,https://pokeapi.co/api/v2/pokemon-species/886/,generation-viii,886
dragapult,https://pokeapi.co/api/v2/pokemon-species/887/,generation-viii,887
urshifu,https://pokeapi.co/api/v2/pokemon-species/892/,generation-viii,892
wyrdeer,https://pokeapi.co/api/v2/pokemon-species/899/,generation-viii,899
kleavor,https://pokeapi.co/api/v2/pokemon-species/900/,generation-viii,900
ursaluna,https://pokeapi.co/api/v2/pokemon-species/901/,generation-viii,901
basculegion,https://pokeapi.co/api/v2/pokemon-species/902/,generation-viii,902
overqwil,https://pokeapi.co/api/v2/pokemon-species/904/,generation-viii,904
orbeetle,https://pokeapi.co/api/v2/pokemon-species/826/,generation-viii,826
appletun,https://pokeapi.co/api/v2/pokemon-species/842/,generation-viii,842
morgrem,https://pokeapi.co/api/v2/pokemon-species/860/,generation-viii,860
sneasler,https://pokeapi.co/api/v2/pokemon-species/903/,generation-viii,903
lokix,https://pokeapi.co/api/v2/pokemon-species/920/,generation-ix,920
sprigatito,https://pokeapi.co/api/v2/pokemon-species/906/,generation-ix,906
fuecoco,https://pokeapi.co/api/v2/pokemon-species/909/,generation-ix,909
quaxly,https://pokeapi.co/api/v2/pokemon-species/912/,generation-ix,912
lechonk,https://pokeapi.co/api/v2/pokemon-species/915/,generation-ix,915
tarountula,https://pokeapi.co/api/v2/pokemon-species/917/,generation-ix,917
nymble,https://pokeapi.co/api/v2/pokemon-species/919/,generation-ix,919
floragato,https://pokeapi.co/api/v2/pokemon-species/907/,generation-ix,907
meowscarada,https://pokeapi.co/api/v2/pokemon-species/908/,generation-ix,908
crocalor,https://pokeapi.co/api/v2/pokemon-species/910/,generation-ix,910
skeledirge,https://pokeapi.co/api/v2/pokemon-species/911/,generation-ix,911
quaxwell,https://pokeapi.co/api/v2/pokemon-species/913/,generation-ix,913
quaquaval,https://pokeapi.co/api/v2/pokemon-species/914/,generation-ix,914
oinkologne,https://pokeapi.co/api/v2/pokemon-species/916/,generation-ix,916
spidops,https://pokeapi.co/api/v2/pokemon-species/918/,generation-ix,918
pawmi,https://pokeapi.co/api/v2/pokemon-species/921/,generation-ix,921
tandemaus,https://pokeapi.co/api/v2/pokemon-species/924/,generation-ix,924
fidough,https://pokeapi.co/api/v2/pokemon-species/926/,generation-ix,926
smoliv,https://pokeapi.co/api/v2/pokemon-species/928/,generation-ix,928
squawkabilly,https://pokeapi.co/api/v2/pokemon-species/931/,generation-ix,931
nacli,https://pokeapi.co/api/v2/pokemon-species/932/,generation-ix,932
charcadet,https://pokeapi.co/api/v2/pokemon-species/935/,generation-ix,935
tadbulb,https://pokeapi.co/api/v2/pokemon-species/938/,generation-ix,938
wattrel,https://pokeapi.co/api/v2/pokemon-species/940/,generation-ix,940
maschiff,https://pokeapi.co/api/v2/pokemon-species/942/,generation-ix,942
shroodle,https://pokeapi.co/api/v2/pokemon-species/944/,generation-ix,944
bramblin,https://pokeapi.co/api/v2/pokemon-species/946/,generation-ix,946
toedscool,https://pokeapi.co/api/v2/pokemon-species/948/,generation-ix,948
klawf,https://pokeapi.co/api/v2/pokemon-species/950/,generation-ix,950
capsakid,https://pokeapi.co/api/v2/pokemon-species/951/,generation-ix,951
rellor,https://pokeapi.co/api/v2/pokemon-species/953/,generation-ix,953
flittle,https://pokeapi.co/api/v2/pokemon-species/955/,generation-ix,955
tinkatink,https://pokeapi.co/api/v2/pokemon-species/957/,generation-ix,957
wiglett,https://pokeapi.co/api/v2/pokemon-species/960/,generation-ix,960
bombirdier,https://pokeapi.co/api/v2/pokemon-species/962/,generation-ix,962
finizen,https://pokeapi.co/api/v2/pokemon-species/963/,generation-ix,963
varoom,https://pokeapi.co/api/v2/pokemon-species/965/,generation-ix,965
cyclizar,https://pokeapi.co/api/v2/pokemon-species/967/,generation-ix,967
orthworm,https://pokeapi.co/api/v2/pokemon-species/968/,generation-ix,968
glimmet,https://pokeapi.co/api/v2/pokemon-species/969/,generation-ix,969
greavard,https://pokeapi.co/api/v2/pokemon-species/971/,generation-ix,971
flamigo,https://pokeapi.co/api/v2/pokemon-species/973/,generation-ix,973
cetoddle,https://pokeapi.co/api/v2/pokemon-species/974/,generation-ix,974
veluza,https://pokeapi.co/api/v2/pokemon-species/976/,generation-ix,976
dondozo,https://pokeapi.co/api/v2/pokemon-species/977/,generation-ix,977
tatsugiri,https://pokeapi.co/api/v2/pokemon-species/978/,generation-ix,978
great-tusk,https://pokeapi.co/api/v2/pokemon-species/984/,generation-ix,984
scream-tail,https://pokeapi.co/api/v2/pokemon-species/985/,generation-ix,985
brute-bonnet,https://pokeapi.co/api/v2/pokemon-species/986/,generation-ix,986
flutter-mane,https://pokeapi.co/api/v2/pokemon-species/987/,generation-ix,987
slither-wing,https://pokeapi.co/api/v2/pokemon-species/988/,generation-ix,988
sandy-shocks,https://pokeapi.co/api/v2/pokemon-species/989/,generation-ix,989
iron-treads,https://pokeapi.co/api/v2/pokemon-species/990/,generation-ix,990
iron-bundle,https://pokeapi.co/api/v2/pokemon-species/991/,generation-ix,991
iron-hands,https://pokeapi.co/api/v2/pokemon-species/992/,generation-ix,992
iron-jugulis,https://pokeapi.co/api/v2/pokemon-species/993/,generation-ix,993
iron-moth,https://pokeapi.co/api/v2/pokemon-species/994/,generation-ix,994
iron-thorns,https://pokeapi.co/api/v2/pokemon-species/995/,generation-ix,995
frigibax,https://pokeapi.co/api/v2/pokemon-species/996/,generation-ix,996
pawmot,https://pokeapi.co/api/v2/pokemon-species/923/,generation-ix,923
maushold,https://pokeapi.co/api/v2/pokemon-species/925/,generation-ix,925
dachsbun,https://pokeapi.co/api/v2/pokemon-species/927/,generation-ix,927
dolliv,https://pokeapi.co/api/v2/pokemon-species/929/,generation-ix,929
naclstack,https://pokeapi.co/api/v2/pokemon-species/933/,generation-ix,933
garganacl,https://pokeapi.co/api/v2/pokemon-species/934/,generation-ix,934
armarouge,https://pokeapi.co/api/v2/pokemon-species/936/,generation-ix,936
ceruledge,https://pokeapi.co/api/v2/pokemon-species/937/,generation-ix,937
bellibolt,https://pokeapi.co/api/v2/pokemon-species/939/,generation-ix,939
kilowattrel,https://pokeapi.co/api/v2/pokemon-species/941/,generation-ix,941
mabosstiff,https://pokeapi.co/api/v2/pokemon-species/943/,generation-ix,943
grafaiai,https://pokeapi.co/api/v2/pokemon-species/945/,generation-ix,945
brambleghast,https://pokeapi.co/api/v2/pokemon-species/947/,generation-ix,947
toedscruel,https://pokeapi.co/api/v2/pokemon-species/949/,generation-ix,949
scovillain,https://pokeapi.co/api/v2/pokemon-species/952/,generation-ix,952
rabsca,https://pokeapi.co/api/v2/pokemon-species/954/,generation-ix,954
espathra,https://pokeapi.co/api/v2/pokemon-species/956/,generation-ix,956
tinkatuff,https://pokeapi.co/api/v2/pokemon-species/958/,generation-ix,958
tinkaton,https://pokeapi.co/api/v2/pokemon-species/959/,generation-ix,959
wugtrio,https://pokeapi.co/api/v2/pokemon-species/961/,generation-ix,961
palafin,https://pokeapi.co/api/v2/pokemon-species/964/,generation-ix,964
glimmora,https://pokeapi.co/api/v2/pokemon-species/970/,generation-ix,970
houndstone,https://pokeapi.co/api/v2/pokemon-species/972/,generation-ix,972
cetitan,https://pokeapi.co/api/v2/pokemon-species/975/,generation-ix,975
annihilape,https://pokeapi.co/api/v2/pokemon-species/979/,generation-ix,979
clodsire,https://pokeapi.co/api/v2/pokemon-species/980/,generation-ix,980
farigiraf,https://pokeapi.co/api/v2/pokemon-species/981/,generation-ix,981
dudunsparce,https://pokeapi.co/api/v2/pokemon-species/982/,generation-ix,982
kingambit,https://pokeapi.co/api/v2/pokemon-species/983/,generation-ix,983
arctibax,https://pokeapi.co/api/v2/pokemon-species/997/,generation-ix,997
gimmighoul,https://pokeapi.co/api/v2/pokemon-species/999/,generation-ix,999
wo-chien,https://pokeapi.co/api/v2/pokemon-species/1001/,generation-ix,1001
chien-pao,https://pokeapi.co/api/v2/pokemon-species/1002/,generation-ix,1002
ting-lu,https://pokeapi.co/api/v2/pokemon-species/1003/,generation-ix,1003
chi-yu,https://pokeapi.co/api/v2/pokemon-species/1004/,generation-ix,1004
roaring-moon,https://pokeapi.co/api/v2/pokemon-species/1005/,generation-ix,1005
iron-valiant,https://pokeapi.co/api/v2/pokemon-species/1006/,generation-ix,1006
koraidon,https://pokeapi.co/api/v2/pokemon-species/1007/,generation-ix,1007
miraidon,https://pokeapi.co/api/v2/pokemon-species/1008/,generation-ix,1008
walking-wake,https://pokeapi.co/api/v2/pokemon-species/1009/,generation-ix,1009
iron-leaves,https://pokeapi.co/api/v2/pokemon-species/1010/,generation-ix,1010
poltchageist,https://pokeapi.co/api/v2/pokemon-species/1012/,generation-ix,1012
okidogi,https://pokeapi.co/api/v2/pokemon-species/1014/,generation-ix,1014
munkidori,https://pokeapi.co/api/v2/pokemon-species/1015/,generation-ix,1015
fezandipiti,https://pokeapi.co/api/v2/pokemon-species/1016/,generation-ix,1016
ogerpon,https://pokeapi.co/api/v2/pokemon-species/1017/,generation-ix,1017
gouging-fire,https://pokeapi.co/api/v2/pokemon-species/1020/,generation-ix,1020
raging-bolt,https://pokeapi.co/api/v2/pokemon-species/1021/,generation-ix,1021
iron-boulder,https://pokeapi.co/api/v2/pokemon-species/1022/,generation-ix,1022
iron-crown,https://pokeapi.co/api/v2/pokemon-species/1023/,generation-ix,1023
terapagos,https://pokeapi.co/api/v2/pokemon-species/1024/,generation-ix,1024
pecharunt,https://pokeapi.co/api/v2/pokemon-species/1025/,generation-ix,1025
pawmo,https://pokeapi.co/api/v2/pokemon-species/922/,generation-ix,922
arboliva,https://pokeapi.co/api/v2/pokemon-species/930/,generation-ix,930
revavroom,https://pokeapi.co/api/v2/pokemon-species/966/,generation-ix,966
baxcalibur,https://pokeapi.co/api/v2/pokemon-species/998/,generation-ix,998
gholdengo,https://pokeapi.co/api/v2/pokemon-species/1000/,generation-ix,1000
dipplin,https://pokeapi.co/api/v2/pokemon-species/1011/,generation-ix,1011
sinistcha,https://pokeapi.co/api/v2/pokemon-species/1013/,generation-ix,1013
archaludon,https://pokeapi.co/api/v2/pokemon-species/1018/,generation-ix,1018
hydrapple,https://pokeapi.co/api/v2/pokemon-species/1019/,generation-ix,1019
