power,stat,pokemon
75,special-defense,drapion
95,speed,drapion
48,hp,croagunk
61,attack,croagunk
40,defense,croagunk
61,special-attack,croagunk
40,special-defense,croagunk
50,speed,croagunk
83,hp,toxicroak
106,attack,toxicroak
65,defense,toxicroak
86,special-attack,toxicroak
65,special-defense,toxicroak
85,speed,toxicroak
74,hp,carnivine
100,attack,carnivine
72,defense,carnivine
90,special-attack,carnivine
72,special-defense,carnivine
46,speed,carnivine
49,hp,finneon
49,attack,finneon
56,defense,finneon
49,special-attack,finneon
61,special-defense,finneon
66,speed,finneon
69,hp,lumineon
69,attack,lumineon
76,defense,lumineon
69,special-attack,lumineon
86,special-defense,lumineon
91,speed,lumineon
45,hp,mantyke
20,attack,mantyke
50,defense,mantyke
60,special-attack,mantyke
120,special-defense,mantyke
50,speed,mantyke
60,hp,snover
62,attack,snover
50,defense,snover
62,special-attack,snover
60,special-defense,snover
40,speed,snover
90,hp,abomasnow
92,attack,abomasnow
75,defense,abomasnow
92,special-attack,abomasnow
85,special-defense,abomasnow
60,speed,abomasnow
70,hp,weavile
120,attack,weavile
65,defense,weavile
45,special-attack,weavile
85,special-defense,weavile
125,speed,weavile
70,hp,magnezone
70,attack,magnezone
115,defense,magnezone
130,special-attack,magnezone
90,special-defense,magnezone
60,speed,magnezone
110,hp,lickilicky
85,attack,lickilicky
95,defense,lickilicky
80,special-attack,lickilicky
95,special-defense,lickilicky
50,speed,lickilicky
115,hp,rhyperior
140,attack,rhyperior
130,defense,rhyperior
55,special-attack,rhyperior
55,special-defense,rhyperior
40,speed,rhyperior
100,hp,tangrowth
100,attack,tangrowth
125,defense,tangrowth
110,special-attack,tangrowth
50,special-defense,tangrowth
50,speed,tangrowth
75,hp,electivire
123,attack,electivire
67,defense,electivire
95,special-attack,electivire
85,special-defense,electivire
95,speed,electivire
75,hp,magmortar
95,attack,magmortar
67,defense,magmortar
125,special-attack,magmortar
95,special-defense,magmortar
83,speed,magmortar
85,hp,togekiss
50,attack,togekiss
95,defense,togekiss
120,special-attack,togekiss
115,special-defense,togekiss
80,speed,togekiss
86,hp,yanmega
76,attack,yanmega
86,defense,yanmega
116,special-attack,yanmega
56,special-defense,yanmega
95,speed,yanmega
65,hp,leafeon
110,attack,leafeon
130,defense,leafeon
60,special-attack,leafeon
65,special-defense,leafeon
95,speed,leafeon
65,hp,glaceon
60,attack,glaceon
110,defense,glaceon
130,special-attack,glaceon
95,special-defense,glaceon
65,speed,glaceon
75,hp,gliscor
95,attack,gliscor
125,defense,gliscor
45,special-attack,gliscor
75,special-defense,gliscor
95,speed,gliscor
110,hp,mamoswine
130,attack,mamoswine
80,defense,mamoswine
70,special-attack,mamoswine
60,special-defense,mamoswine
80,speed,mamoswine
85,hp,porygon-z
80,attack,porygon-z
70,defense,porygon-z
135,special-attack,porygon-z
75,special-defense,porygon-z
90,speed,porygon-z
68,hp,gallade
125,attack,gallade
65,defense,gallade
65,special-attack,gallade
115,special-defense,gallade
80,speed,gallade
60,hp,probopass
55,attack,probopass
145,defense,probopass
75,special-attack,probopass
150,special-defense,probopass
40,speed,probopass
45,hp,dusknoir
100,attack,dusknoir
135,defense,dusknoir
65,special-attack,dusknoir
135,special-defense,dusknoir
45,speed,dusknoir
70,hp,froslass
80,attack,froslass
70,defense,froslass
80,special-attack,froslass
70,special-defense,froslass
110,speed,froslass
50,hp,rotom
50,attack,rotom
77,defense,rotom
95,special-attack,rotom
77,special-defense,rotom
91,speed,rotom
75,hp,uxie
75,attack,uxie
130,defense,uxie
75,special-attack,uxie
130,special-defense,uxie
95,speed,uxie
80,hp,mesprit
105,attack,mesprit
105,defense,mesprit
105,special-attack,mesprit
105,special-defense,mesprit
80,speed,mesprit
75,hp,azelf
125,attack,azelf
70,defense,azelf
125,special-attack,azelf
70,special-defense,azelf
115,speed,azelf
100,hp,dialga
120,attack,dialga
120,defense,dialga
150,special-attack,dialga
100,special-defense,dialga
90,speed,dialga
90,hp,palkia
120,attack,palkia
100,defense,palkia
150,special-attack,palkia
120,special-defense,palkia
100,speed,palkia
91,hp,heatran
90,attack,heatran
106,defense,heatran
130,special-attack,heatran
106,special-defense,heatran
77,speed,heatran
110,hp,regigigas
160,attack,regigigas
110,defense,regigigas
80,special-attack,regigigas
110,special-defense,regigigas
100,speed,regigigas
150,hp,giratina-altered
100,attack,giratina-altered
120,defense,giratina-altered
100,special-attack,giratina-altered
120,special-defense,giratina-altered
90,speed,giratina-altered
120,hp,cresselia
70,attack,cresselia
110,defense,cresselia
75,special-attack,cresselia
120,special-defense,cresselia
85,speed,cresselia
80,hp,phione
80,attack,phione
80,defense,phione
80,special-attack,phione
80,special-defense,phione
80,speed,phione
100,hp,manaphy
100,attack,manaphy
100,defense,manaphy
100,special-attack,manaphy
100,special-defense,manaphy
100,speed,manaphy
70,hp,darkrai
90,attack,darkrai
90,defense,darkrai
135,special-attack,darkrai
90,special-defense,darkrai
125,speed,darkrai
100,hp,shaymin-land
100,attack,shaymin-land
100,defense,shaymin-land
100,special-attack,shaymin-land
100,special-defense,shaymin-land
100,speed,shaymin-land
120,hp,arceus
120,attack,arceus
120,defense,arceus
120,special-attack,arceus
120,special-defense,arceus
120,speed,arceus
100,hp,victini
100,attack,victini
100,defense,victini
100,special-attack,victini
100,special-defense,victini
100,speed,victini
45,hp,snivy
45,attack,snivy
55,defense,snivy
45,special-attack,snivy
55,special-defense,snivy
63,speed,snivy
60,hp,servine
60,attack,servine
75,defense,servine
60,special-attack,servine
75,special-defense,servine
83,speed,servine
75,hp,serperior
75,attack,serperior
95,defense,serperior
75,special-attack,serperior
95,special-defense,serperior
113,speed,serperior
65,hp,tepig
63,attack,tepig
45,defense,tepig
45,special-attack,tepig
45,special-defense,tepig
45,speed,tepig
90,hp,pignite
93,attack,pignite
55,defense,pignite
70,special-attack,pignite
55,special-defense,pignite
55,speed,pignite
110,hp,emboar
123,attack,emboar
65,defense,emboar
100,special-attack,emboar
65,special-defense,emboar
65,speed,emboar
55,hp,oshawott
55,attack,oshawott
45,defense,oshawott
63,special-attack,oshawott
45,special-defense,oshawott
45,speed,oshawott
75,hp,dewott
75,attack,dewott
60,defense,dewott
83,special-attack,dewott
60,special-defense,dewott
60,speed,dewott
95,hp,samurott
100,attack,samurott
85,defense,samurott
108,special-attack,samurott
70,special-defense,samurott
70,speed,samurott
45,hp,patrat
55,attack,patrat
39,defense,patrat
35,special-attack,patrat
39,special-defense,patrat
42,speed,patrat
60,hp,watchog
85,attack,watchog
69,defense,watchog
60,special-attack,watchog
69,special-defense,watchog
77,speed,watchog
45,hp,lillipup
60,attack,lillipup
45,defense,lillipup
25,special-attack,lillipup
45,special-defense,lillipup
55,speed,lillipup
65,hp,herdier
80,attack,herdier
65,defense,herdier
35,special-attack,herdier
65,special-defense,herdier
60,speed,herdier
85,hp,stoutland
110,attack,stoutland
90,defense,stoutland
45,special-attack,stoutland
90,special-defense,stoutland
80,speed,stoutland
41,hp,purrloin
50,attack,purrloin
37,defense,purrloin
50,special-attack,purrloin
37,special-defense,purrloin
66,speed,purrloin
64,hp,liepard
88,attack,liepard
50,defense,liepard
88,special-attack,liepard
50,special-defense,liepard
106,speed,liepard
50,hp,pansage
53,attack,pansage
48,defense,pansage
53,special-attack,pansage
48,special-defense,pansage
64,speed,pansage
75,hp,simisage
98,attack,simisage
63,defense,simisage
98,special-attack,simisage
63,special-defense,simisage
101,speed,simisage
50,hp,pansear
53,attack,pansear
48,defense,pansear
53,special-attack,pansear
48,special-defense,pansear
64,speed,pansear
75,hp,simisear
98,attack,simisear
63,defense,simisear
98,special-attack,simisear
63,special-defense,simisear
101,speed,simisear
50,hp,panpour
53,attack,panpour
48,defense,panpour
53,special-attack,panpour
48,special-defense,panpour
64,speed,panpour
75,hp,simipour
98,attack,simipour
63,defense,simipour
98,special-attack,simipour
63,special-defense,simipour
101,speed,simipour
76,hp,munna
25,attack,munna
45,defense,munna
67,special-attack,munna
55,special-defense,munna
24,speed,munna
116,hp,musharna
55,attack,musharna
85,defense,musharna
107,special-attack,musharna
95,special-defense,musharna
29,speed,musharna
50,hp,pidove
55,attack,pidove
50,defense,pidove
36,special-attack,pidove
30,special-defense,pidove
43,speed,pidove
62,hp,tranquill
77,attack,tranquill
62,defense,tranquill
50,special-attack,tranquill
42,special-defense,tranquill
65,speed,tranquill
80,hp,unfezant
115,attack,unfezant
80,defense,unfezant
65,special-attack,unfezant
55,special-defense,unfezant
93,speed,unfezant
45,hp,blitzle
60,attack,blitzle
32,defense,blitzle
50,special-attack,blitzle
32,special-defense,blitzle
76,speed,blitzle
75,hp,zebstrika
100,attack,zebstrika
63,defense,zebstrika
80,special-attack,zebstrika
63,special-defense,zebstrika
116,speed,zebstrika
55,hp,roggenrola
75,attack,roggenrola
85,defense,roggenrola
25,special-attack,roggenrola
25,special-defense,roggenrola
15,speed,roggenrola
70,hp,boldore
105,attack,boldore
105,defense,boldore
50,special-attack,boldore
40,special-defense,boldore
20,speed,boldore
85,hp,gigalith
135,attack,gigalith
130,defense,gigalith
60,special-attack,gigalith
80,special-defense,gigalith
25,speed,gigalith
65,hp,woobat
45,attack,woobat
43,defense,woobat
55,special-attack,woobat
43,special-defense,woobat
72,speed,woobat
67,hp,swoobat
57,attack,swoobat
55,defense,swoobat
77,special-attack,swoobat
55,special-defense,swoobat
114,speed,swoobat
60,hp,drilbur
85,attack,drilbur
40,defense,drilbur
30,special-attack,drilbur
45,special-defense,drilbur
68,speed,drilbur
110,hp,excadrill
135,attack,excadrill
60,defense,excadrill
50,special-attack,excadrill
65,special-defense,excadrill
88,speed,excadrill
103,hp,audino
60,attack,audino
86,defense,audino
60,special-attack,audino
86,special-defense,audino
50,speed,audino
75,hp,timburr
80,attack,timburr
55,defense,timburr
25,special-attack,timburr
35,special-defense,timburr
35,speed,timburr
85,hp,gurdurr
105,attack,gurdurr
85,defense,gurdurr
40,special-attack,gurdurr
50,special-defense,gurdurr
40,speed,gurdurr
105,hp,conkeldurr
140,attack,conkeldurr
95,defense,conkeldurr
55,special-attack,conkeldurr
65,special-defense,conkeldurr
45,speed,conkeldurr
50,hp,tympole
50,attack,tympole
40,defense,tympole
50,special-attack,tympole
40,special-defense,tympole
64,speed,tympole
75,hp,palpitoad
65,attack,palpitoad
55,defense,palpitoad
65,special-attack,palpitoad
55,special-defense,palpitoad
69,speed,palpitoad
105,hp,seismitoad
95,attack,seismitoad
75,defense,seismitoad
85,special-attack,seismitoad
75,special-defense,seismitoad
74,speed,seismitoad
120,hp,throh
100,attack,throh
85,defense,throh
30,special-attack,throh
85,special-defense,throh
45,speed,throh
75,hp,sawk
125,attack,sawk
75,defense,sawk
30,special-attack,sawk
75,special-defense,sawk
85,speed,sawk
45,hp,sewaddle
53,attack,sewaddle
70,defense,sewaddle
40,special-attack,sewaddle
60,special-defense,sewaddle
42,speed,sewaddle
55,hp,swadloon
63,attack,swadloon
90,defense,swadloon
50,special-attack,swadloon
80,special-defense,swadloon
42,speed,swadloon
75,hp,leavanny
103,attack,leavanny
80,defense,leavanny
70,special-attack,leavanny
80,special-defense,leavanny
92,speed,leavanny
30,hp,venipede
45,attack,venipede
59,defense,venipede
30,special-attack,venipede
39,special-defense,venipede
57,speed,venipede
40,hp,whirlipede
55,attack,whirlipede
99,defense,whirlipede
40,special-attack,whirlipede
79,special-defense,whirlipede
47,speed,whirlipede
60,hp,scolipede
100,attack,scolipede
89,defense,scolipede
55,special-attack,scolipede
69,special-defense,scolipede
112,speed,scolipede
40,hp,cottonee
27,attack,cottonee
60,defense,cottonee
37,special-attack,cottonee
50,special-defense,cottonee
66,speed,cottonee
60,hp,whimsicott
67,attack,whimsicott
85,defense,whimsicott
77,special-attack,whimsicott
75,special-defense,whimsicott
116,speed,whimsicott
45,hp,petilil
35,attack,petilil
50,defense,petilil
70,special-attack,petilil
50,special-defense,petilil
30,speed,petilil
70,hp,lilligant
60,attack,lilligant
75,defense,lilligant
110,special-attack,lilligant
75,special-defense,lilligant
90,speed,lilligant
70,hp,basculin-red-striped
92,attack,basculin-red-striped
65,defense,basculin-red-striped
80,special-attack,basculin-red-striped
55,special-defense,basculin-red-striped
98,speed,basculin-red-striped
50,hp,sandile
72,attack,sandile
35,defense,sandile
35,special-attack,sandile
35,special-defense,sandile
65,speed,sandile
60,hp,krokorok
82,attack,krokorok
45,defense,krokorok
45,special-attack,krokorok
45,special-defense,krokorok
74,speed,krokorok
95,hp,krookodile
117,attack,krookodile
80,defense,krookodile
65,special-attack,krookodile
70,special-defense,krookodile
92,speed,krookodile
70,hp,darumaka
90,attack,darumaka
45,defense,darumaka
15,special-attack,darumaka
45,special-defense,darumaka
50,speed,darumaka
105,hp,darmanitan-standard
140,attack,darmanitan-standard
55,defense,darmanitan-standard
30,special-attack,darmanitan-standard
55,special-defense,darmanitan-standard
95,speed,darmanitan-standard
75,hp,maractus
86,attack,maractus
67,defense,maractus
106,special-attack,maractus
67,special-defense,maractus
60,speed,maractus
50,hp,dwebble
65,attack,dwebble
85,defense,dwebble
35,special-attack,dwebble
35,special-defense,dwebble
55,speed,dwebble
70,hp,crustle
105,attack,crustle
125,defense,crustle
65,special-attack,crustle
75,special-defense,crustle
45,speed,crustle
50,hp,scraggy
75,attack,scraggy
70,defense,scraggy
35,special-attack,scraggy
70,special-defense,scraggy
48,speed,scraggy
65,hp,scrafty
90,attack,scrafty
115,defense,scrafty
45,special-attack,scrafty
115,special-defense,scrafty
58,speed,scrafty
72,hp,sigilyph
58,attack,sigilyph
80,defense,sigilyph
103,special-attack,sigilyph
80,special-defense,sigilyph
97,speed,sigilyph
38,hp,yamask
30,attack,yamask
85,defense,yamask
55,special-attack,yamask
65,special-defense,yamask
30,speed,yamask
58,hp,cofagrigus
50,attack,cofagrigus
145,defense,cofagrigus
95,special-attack,cofagrigus
105,special-defense,cofagrigus
30,speed,cofagrigus
54,hp,tirtouga
78,attack,tirtouga
103,defense,tirtouga
53,special-attack,tirtouga
45,special-defense,tirtouga
22,speed,tirtouga
74,hp,carracosta
108,attack,carracosta
133,defense,carracosta
83,special-attack,carracosta
65,special-defense,carracosta
32,speed,carracosta
55,hp,archen
112,attack,archen
45,defense,archen
74,special-attack,archen
45,special-defense,archen
70,speed,archen
75,hp,archeops
140,attack,archeops
65,defense,archeops
112,special-attack,archeops
65,special-defense,archeops
110,speed,archeops
50,hp,trubbish
50,attack,trubbish
62,defense,trubbish
40,special-attack,trubbish
62,special-defense,trubbish
65,speed,trubbish
80,hp,garbodor
95,attack,garbodor
82,defense,garbodor
60,special-attack,garbodor
82,special-defense,garbodor
75,speed,garbodor
40,hp,zorua
65,attack,zorua
40,defense,zorua
80,special-attack,zorua
40,special-defense,zorua
65,speed,zorua
60,hp,zoroark
105,attack,zoroark
60,defense,zoroark
120,special-attack,zoroark
60,special-defense,zoroark
105,speed,zoroark
55,hp,minccino
50,attack,minccino
40,defense,minccino
40,special-attack,minccino
40,special-defense,minccino
75,speed,minccino
75,hp,cinccino
95,attack,cinccino
60,defense,cinccino
65,special-attack,cinccino
60,special-defense,cinccino
115,speed,cinccino
45,hp,gothita
30,attack,gothita
50,defense,gothita
55,special-attack,gothita
65,special-defense,gothita
45,speed,gothita
60,hp,gothorita
45,attack,gothorita
70,defense,gothorita
75,special-attack,gothorita
85,special-defense,gothorita
55,speed,gothorita
70,hp,gothitelle
55,attack,gothitelle
95,defense,gothitelle
95,special-attack,gothitelle
110,special-defense,gothitelle
65,speed,gothitelle
45,hp,solosis
30,attack,solosis
40,defense,solosis
105,special-attack,solosis
50,special-defense,solosis
20,speed,solosis
65,hp,duosion
40,attack,duosion
50,defense,duosion
125,special-attack,duosion
60,special-defense,duosion
30,speed,duosion
110,hp,reuniclus
65,attack,reuniclus
75,defense,reuniclus
125,special-attack,reuniclus
85,special-defense,reuniclus
30,speed,reuniclus
62,hp,ducklett
44,attack,ducklett
50,defense,ducklett
44,special-attack,ducklett
50,special-defense,ducklett
55,speed,ducklett
75,hp,swanna
87,attack,swanna
63,defense,swanna
87,special-attack,swanna
63,special-defense,swanna
98,speed,swanna
36,hp,vanillite
50,attack,vanillite
50,defense,vanillite
65,special-attack,vanillite
60,special-defense,vanillite
44,speed,vanillite
51,hp,vanillish
65,attack,vanillish
65,defense,vanillish
80,special-attack,vanillish
75,special-defense,vanillish
59,speed,vanillish
71,hp,vanilluxe
95,attack,vanilluxe
85,defense,vanilluxe
110,special-attack,vanilluxe
95,special-defense,vanilluxe
79,speed,vanilluxe
60,hp,deerling
60,attack,deerling
50,defense,deerling
40,special-attack,deerling
50,special-defense,deerling
75,speed,deerling
80,hp,sawsbuck
100,attack,sawsbuck
70,defense,sawsbuck
60,special-attack,sawsbuck
70,special-defense,sawsbuck
95,speed,sawsbuck
55,hp,emolga
75,attack,emolga
60,defense,emolga
75,special-attack,emolga
60,special-defense,emolga
103,speed,emolga
50,hp,karrablast
75,attack,karrablast
45,defense,karrablast
40,special-attack,karrablast
45,special-defense,karrablast
60,speed,karrablast
70,hp,escavalier
135,attack,escavalier
105,defense,escavalier
60,special-attack,escavalier
105,special-defense,escavalier
20,speed,escavalier
69,hp,foongus
55,attack,foongus
45,defense,foongus
55,special-attack,foongus
55,special-defense,foongus
15,speed,foongus
114,hp,amoonguss
85,attack,amoonguss
70,defense,amoonguss
85,special-attack,amoonguss
80,special-defense,amoonguss
30,speed,amoonguss
55,hp,frillish
40,attack,frillish
50,defense,frillish
65,special-attack,frillish
85,special-defense,frillish
40,speed,frillish
100,hp,jellicent
60,attack,jellicent
70,defense,jellicent
85,special-attack,jellicent
105,special-defense,jellicent
60,speed,jellicent
165,hp,alomomola
75,attack,alomomola
80,defense,alomomola
40,special-attack,alomomola
45,special-defense,alomomola
65,speed,alomomola
50,hp,joltik
47,attack,joltik
50,defense,joltik
57,special-attack,joltik
50,special-defense,joltik
65,speed,joltik
70,hp,galvantula
77,attack,galvantula
60,defense,galvantula
97,special-attack,galvantula
60,special-defense,galvantula
108,speed,galvantula
44,hp,ferroseed
50,attack,ferroseed
91,defense,ferroseed
24,special-attack,ferroseed
86,special-defense,ferroseed
10,speed,ferroseed
74,hp,ferrothorn
94,attack,ferrothorn
131,defense,ferrothorn
54,special-attack,ferrothorn
116,special-defense,ferrothorn
20,speed,ferrothorn
40,hp,klink
55,attack,klink
70,defense,klink
45,special-attack,klink
60,special-defense,klink
30,speed,klink
60,hp,klang
80,attack,klang
95,defense,klang
70,special-attack,klang
85,special-defense,klang
50,speed,klang
60,hp,klinklang
100,attack,klinklang
115,defense,klinklang
70,special-attack,klinklang
85,special-defense,klinklang
90,speed,klinklang
35,hp,tynamo
55,attack,tynamo
40,defense,tynamo
45,special-attack,tynamo
40,special-defense,tynamo
60,speed,tynamo
65,hp,eelektrik
85,attack,eelektrik
70,defense,eelektrik
75,special-attack,eelektrik
70,special-defense,eelektrik
40,speed,eelektrik
85,hp,eelektross
115,attack,eelektross
80,defense,eelektross
105,special-attack,eelektross
80,special-defense,eelektross
50,speed,eelektross
55,hp,elgyem
55,attack,elgyem
55,defense,elgyem
85,special-attack,elgyem
55,special-defense,elgyem
30,speed,elgyem
75,hp,beheeyem
75,attack,beheeyem
75,defense,beheeyem
125,special-attack,beheeyem
95,special-defense,beheeyem
40,speed,beheeyem
50,hp,litwick
30,attack,litwick
55,defense,litwick
65,special-attack,litwick
55,special-defense,litwick
20,speed,litwick
60,hp,lampent
40,attack,lampent
60,defense,lampent
95,special-attack,lampent
60,special-defense,lampent
55,speed,lampent
60,hp,chandelure
55,attack,chandelure
90,defense,chandelure
145,special-attack,chandelure
90,special-defense,chandelure
80,speed,chandelure
46,hp,axew
87,attack,axew
60,defense,axew
30,special-attack,axew
40,special-defense,axew
57,speed,axew
66,hp,fraxure
117,attack,fraxure
70,defense,fraxure
40,special-attack,fraxure
50,special-defense,fraxure
67,speed,fraxure
76,hp,haxorus
147,attack,haxorus
90,defense,haxorus
60,special-attack,haxorus
70,special-defense,haxorus
97,speed,haxorus
55,hp,cubchoo
70,attack,cubchoo
40,defense,cubchoo
60,special-attack,cubchoo
40,special-defense,cubchoo
40,speed,cubchoo
95,hp,beartic
130,attack,beartic
80,defense,beartic
70,special-attack,beartic
80,special-defense,beartic
50,speed,beartic
80,hp,cryogonal
50,attack,cryogonal
50,defense,cryogonal
95,special-attack,cryogonal
135,special-defense,cryogonal
105,speed,cryogonal
50,hp,shelmet
40,attack,shelmet
85,defense,shelmet
40,special-attack,shelmet
65,special-defense,shelmet
25,speed,shelmet
80,hp,accelgor
70,attack,accelgor
40,defense,accelgor
100,special-attack,accelgor
60,special-defense,accelgor
145,speed,accelgor
109,hp,stunfisk
66,attack,stunfisk
84,defense,stunfisk
81,special-attack,stunfisk
99,special-defense,stunfisk
32,speed,stunfisk
45,hp,mienfoo
85,attack,mienfoo
50,defense,mienfoo
55,special-attack,mienfoo
50,special-defense,mienfoo
65,speed,mienfoo
65,hp,mienshao
125,attack,mienshao
60,defense,mienshao
95,special-attack,mienshao
60,special-defense,mienshao
105,speed,mienshao
77,hp,druddigon
120,attack,druddigon
90,defense,druddigon
60,special-attack,druddigon
90,special-defense,druddigon
48,speed,druddigon
59,hp,golett
74,attack,golett
50,defense,golett
35,special-attack,golett
50,special-defense,golett
35,speed,golett
89,hp,golurk
124,attack,golurk
80,defense,golurk
55,special-attack,golurk
80,special-defense,golurk
55,speed,golurk
45,hp,pawniard
85,attack,pawniard
70,defense,pawniard
40,special-attack,pawniard
40,special-defense,pawniard
60,speed,pawniard
65,hp,bisharp
125,attack,bisharp
100,defense,bisharp
60,special-attack,bisharp
70,special-defense,bisharp
70,speed,bisharp
95,hp,bouffalant
110,attack,bouffalant
95,defense,bouffalant
40,special-attack,bouffalant
95,special-defense,bouffalant
55,speed,bouffalant
70,hp,rufflet
83,attack,rufflet
50,defense,rufflet
37,special-attack,rufflet
50,special-defense,rufflet
60,speed,rufflet
100,hp,braviary
123,attack,braviary
75,defense,braviary
57,special-attack,braviary
75,special-defense,braviary
80,speed,braviary
70,hp,vullaby
55,attack,vullaby
75,defense,vullaby
45,special-attack,vullaby
65,special-defense,vullaby
60,speed,vullaby
110,hp,mandibuzz
65,attack,mandibuzz
105,defense,mandibuzz
55,special-attack,mandibuzz
95,special-defense,mandibuzz
80,speed,mandibuzz
85,hp,heatmor
97,attack,heatmor
66,defense,heatmor
105,special-attack,heatmor
66,special-defense,heatmor
65,speed,heatmor
58,hp,durant
109,attack,durant
112,defense,durant
48,special-attack,durant
48,special-defense,durant
109,speed,durant
52,hp,deino
65,attack,deino
50,defense,deino
45,special-attack,deino
50,special-defense,deino
38,speed,deino
72,hp,zweilous
85,attack,zweilous
70,defense,zweilous
65,special-attack,zweilous
70,special-defense,zweilous
58,speed,zweilous
92,hp,hydreigon
105,attack,hydreigon
90,defense,hydreigon
125,special-attack,hydreigon
90,special-defense,hydreigon
98,speed,hydreigon
55,hp,larvesta
85,attack,larvesta
55,defense,larvesta
50,special-attack,larvesta
55,special-defense,larvesta
60,speed,larvesta
85,hp,volcarona
60,attack,volcarona
65,defense,volcarona
135,special-attack,volcarona
105,special-defense,volcarona
100,speed,volcarona
91,hp,cobalion
90,attack,cobalion
129,defense,cobalion
90,special-attack,cobalion
72,special-defense,cobalion
108,speed,cobalion
91,hp,terrakion
129,attack,terrakion
90,defense,terrakion
72,special-attack,terrakion
90,special-defense,terrakion
108,speed,terrakion
91,hp,virizion
90,attack,virizion
72,defense,virizion
90,special-attack,virizion
129,special-defense,virizion
108,speed,virizion
79,hp,tornadus-incarnate
115,attack,tornadus-incarnate
70,defense,tornadus-incarnate
125,special-attack,tornadus-incarnate
80,special-defense,tornadus-incarnate
111,speed,tornadus-incarnate
79,hp,thundurus-incarnate
115,attack,thundurus-incarnate
70,defense,thundurus-incarnate
125,special-attack,thundurus-incarnate
80,special-defense,thundurus-incarnate
111,speed,thundurus-incarnate
100,hp,reshiram
120,attack,reshiram
100,defense,reshiram
150,special-attack,reshiram
120,special-defense,reshiram
90,speed,reshiram
100,hp,zekrom
150,attack,zekrom
120,defense,zekrom
120,special-attack,zekrom
100,special-defense,zekrom
90,speed,zekrom
89,hp,landorus-incarnate
125,attack,landorus-incarnate
90,defense,landorus-incarnate
115,special-attack,landorus-incarnate
80,special-defense,landorus-incarnate
101,speed,landorus-incarnate
125,hp,kyurem
130,attack,kyurem
90,defense,kyurem
130,special-attack,kyurem
90,special-defense,kyurem
95,speed,kyurem
91,hp,keldeo-ordinary
72,attack,keldeo-ordinary
90,defense,keldeo-ordinary
129,special-attack,keldeo-ordinary
90,special-defense,keldeo-ordinary
108,speed,keldeo-ordinary
100,hp,meloetta-aria
77,attack,meloetta-aria
77,defense,meloetta-aria
128,special-attack,meloetta-aria
128,special-defense,meloetta-aria
90,speed,meloetta-aria
71,hp,genesect
120,attack,genesect
95,defense,genesect
120,special-attack,genesect
95,special-defense,genesect
99,speed,genesect
56,hp,chespin
61,attack,chespin
65,defense,chespin
48,special-attack,chespin
45,special-defense,chespin
38,speed,chespin
61,hp,quilladin
78,attack,quilladin
95,defense,quilladin
56,special-attack,quilladin
58,special-defense,quilladin
57,speed,quilladin
88,hp,chesnaught
107,attack,chesnaught
122,defense,chesnaught
74,special-attack,chesnaught
75,special-defense,chesnaught
64,speed,chesnaught
40,hp,fennekin
45,attack,fennekin
40,defense,fennekin
62,special-attack,fennekin
60,special-defense,fennekin
60,speed,fennekin
59,hp,braixen
59,attack,braixen
58,defense,braixen
90,special-attack,braixen
70,special-defense,braixen
73,speed,braixen
75,hp,delphox
69,attack,delphox
72,defense,delphox
114,special-attack,delphox
100,special-defense,delphox
104,speed,delphox
41,hp,froakie
56,attack,froakie
40,defense,froakie
62,special-attack,froakie
44,special-defense,froakie
71,speed,froakie
54,hp,frogadier
63,attack,frogadier
52,defense,frogadier
83,special-attack,frogadier
56,special-defense,frogadier
97,speed,frogadier
72,hp,greninja
95,attack,greninja
67,defense,greninja
103,special-attack,greninja
71,special-defense,greninja
122,speed,greninja
38,hp,bunnelby
36,attack,bunnelby
38,defense,bunnelby
32,special-attack,bunnelby
36,special-defense,bunnelby
57,speed,bunnelby
85,hp,diggersby
56,attack,diggersby
77,defense,diggersby
50,special-attack,diggersby
77,special-defense,diggersby
78,speed,diggersby
45,hp,fletchling
50,attack,fletchling
43,defense,fletchling
40,special-attack,fletchling
38,special-defense,fletchling
62,speed,fletchling
62,hp,fletchinder
73,attack,fletchinder
55,defense,fletchinder
56,special-attack,fletchinder
52,special-defense,fletchinder
84,speed,fletchinder
78,hp,talonflame
81,attack,talonflame
71,defense,talonflame
74,special-attack,talonflame
69,special-defense,talonflame
126,speed,talonflame
38,hp,scatterbug
35,attack,scatterbug
40,defense,scatterbug
27,special-attack,scatterbug
25,special-defense,scatterbug
35,speed,scatterbug
45,hp,spewpa
22,attack,spewpa
60,defense,spewpa
27,special-attack,spewpa
30,special-defense,spewpa
29,speed,spewpa
80,hp,vivillon
52,attack,vivillon
50,defense,vivillon
90,special-attack,vivillon
50,special-defense,vivillon
89,speed,vivillon
62,hp,litleo
50,attack,litleo
58,defense,litleo
73,special-attack,litleo
54,special-defense,litleo
72,speed,litleo
86,hp,pyroar
68,attack,pyroar
72,defense,pyroar
109,special-attack,pyroar
66,special-defense,pyroar
106,speed,pyroar
44,hp,flabebe
38,attack,flabebe
39,defense,flabebe
61,special-attack,flabebe
79,special-defense,flabebe
42,speed,flabebe
54,hp,floette
45,attack,floette
47,defense,floette
75,special-attack,floette
98,special-defense,floette
52,speed,floette
78,hp,florges
65,attack,florges
68,defense,florges
112,special-attack,florges
154,special-defense,florges
75,speed,florges
66,hp,skiddo
65,attack,skiddo
48,defense,skiddo
62,special-attack,skiddo
57,special-defense,skiddo
52,speed,skiddo
123,hp,gogoat
